OrderID,OrderDate,Region,Country,State,Category,SubCategory,Product,Customer,Quantity,SalesAmount,Profit
3200114,2023-09-28 15:44:44.007220,West,Palau,Utah,Peripherals,Accessories,Wireless Mouse,Joshua Boone,3,113.2,110.8
4475250,2025-02-07 15:44:44.007220,South,Jersey,Florida,Office,Peripherals,Gaming Chair,Monica Gallagher,4,75.04,107.78
5165810,2023-01-07 15:44:44.007220,East,Haiti,Arizona,Home,Peripherals,Webcam 1080p,Kelly Lee,1,86.23,82.77
1142273,2023-08-14 15:44:44.007220,West,Mexico,Maine,Peripherals,Accessories,Smartwatch,Jonathan Duran,3,83.22,22.9
8530894,2024-09-11 15:44:44.007220,North,Fiji,South Carolina,Home,Peripherals,Ergonomic Desk,Barbara Hester,9,94.37,-34.89
3805235,2024-03-07 15:44:44.007220,South,India,Mississippi,Office,Accessories,LED Desk Lamp,Gina Mcmillan,1,97.87,112.15
6368384,2025-04-14 15:44:44.007220,Central,Saudi Arabia,Georgia,Office,Fitness,Laptop Stand,Jordan Porter,7,163.83,-88.78
4251780,2023-05-31 15:44:44.007220,Central,Aruba,Arizona,Office,Fitness,Ergonomic Desk,Gary Wells,3,53.37,109.2
1410346,2023-08-01 15:44:44.007220,North,Korea,Georgia,Fitness,Fitness,Laptop Stand,Kaylee Murphy,1,175.02,22.61
9708339,2023-10-17 15:44:44.007220,South,New Caledonia,Massachusetts,Peripherals,Fitness,LED Desk Lamp,William Stevenson,1,106.27,45.96
2050183,2024-02-08 15:44:44.007220,Central,French Southern Territories,Pennsylvania,Office,Electronics,NVMe SSD 2TB,Ronald Patel,3,80.29,98.05
7573959,2023-04-07 15:44:44.007220,West,Russian Federation,Oregon,Accessories,Fitness,Fitness Band,Robert Richardson,5,88.36,205.2
7763806,2023-04-12 15:44:44.007220,Central,Peru,Delaware,Office,Home,Portable Charger 20k mAh,Lauren Robles,4,101.56,148.04
465247,2025-03-04 15:44:44.007220,East,Saint Kitts and Nevis,Vermont,Electronics,Home,Laptop Stand,Linda Baker,1,101.35,111.95
9802453,2023-05-13 15:44:44.007220,North,Palau,Wyoming,Office,Peripherals,USB-C Hub,Crystal Williams,5,132.06,16.42
9179216,2023-04-17 15:44:44.007220,North,Lesotho,Hawaii,Office,Electronics,Portable Charger 20k mAh,Michelle Hampton,2,56.66,102.8
6959648,2023-12-18 15:44:44.007220,South,Hong Kong,Georgia,Home,Home,Fitness Band,Dana Armstrong,5,86.62,104.73
6382411,2025-02-05 15:44:44.007220,West,Reunion,Delaware,Office,Office,USB-C Hub,Jeremy Barnes,7,110.43,171.11
9147957,2023-09-13 15:44:44.007220,East,Isle of Man,Vermont,Electronics,Accessories,Graphics Tablet,Jonathan Carr,5,77.75,142.85
6694429,2025-12-02 15:44:44.007220,South,Latvia,West Virginia,Home,Accessories,Wireless Mouse,Michele Stone,2,168.71,119.2
481435,2024-08-17 15:44:44.007220,West,Moldova,Massachusetts,Home,Home,Graphics Tablet,Mrs. Jamie Frye DDS,6,75.3,167.54
7215687,2025-12-08 15:44:44.007220,West,Marshall Islands,Michigan,Accessories,Accessories,LED Desk Lamp,Megan Dillon,6,96.77,23.28
5907596,2023-10-28 15:44:44.007220,East,Pitcairn Islands,Tennessee,Accessories,Home,Noise-Canceling Headphones,Deborah Washington,1,46.63,-1.4
640516,2025-04-21 15:44:44.007220,Central,Egypt,Louisiana,Electronics,Accessories,Laptop Stand,Courtney Dudley,2,52.93,178.15
1228954,2023-07-09 15:44:44.007220,Central,French Southern Territories,Wyoming,Electronics,Office,Tripod,Daniel Bush,3,61.35,5.61
916653,2024-04-29 15:44:44.007220,North,Ghana,New Mexico,Office,Office,Webcam 1080p,Timothy Pope,2,99.67,42.99
9155666,2024-03-03 15:44:44.007220,North,Falkland Islands (Malvinas),Maine,Accessories,Fitness,Portable Charger 20k mAh,Michael James,5,59.57,220.15
4028578,2024-09-28 15:44:44.007220,Central,Indonesia,Minnesota,Fitness,Home,Gaming Chair,Regina Roberts,2,93.27,152.57
4074590,2024-08-24 15:44:44.007220,South,France,Virginia,Home,Fitness,Webcam 1080p,Thomas Douglas,3,39.11,-13.72
7038388,2024-08-21 15:44:44.007220,East,San Marino,New Mexico,Electronics,Fitness,Microphone USB,Ronald Nelson,4,364.01,128.51
3038247,2025-05-07 15:44:44.007220,Central,Moldova,Vermont,Office,Electronics,Ergonomic Desk,Brian Yang,6,128.62,136.2
6494713,2025-11-23 15:44:44.007220,East,Dominican Republic,Kansas,Home,Office,Fitness Band,Taylor Perez,9,77.35,108.53
2603456,2024-08-20 15:44:44.007220,West,Djibouti,Arkansas,Accessories,Fitness,Router AX3000,Gary Kennedy,8,57.26,68.16
4142775,2024-03-20 15:44:44.007220,East,Pitcairn Islands,Wyoming,Home,Accessories,LED Desk Lamp,Vincent Spence,3,53.39,25.94
1066769,2025-04-08 15:44:44.007220,West,Cayman Islands,Nebraska,Fitness,Fitness,4K Monitor,Shirley Alvarez,2,100.28,168.52
6616590,2024-04-25 15:44:44.007220,East,Pakistan,Illinois,Accessories,Peripherals,USB-C Hub,Donna Mitchell,2,223.34,131.38
7646170,2025-01-12 15:44:44.007220,North,Bahamas,Wyoming,Fitness,Home,Laptop Stand,Kenneth Nichols,2,49.92,71.52
964641,2024-06-16 15:44:44.007220,West,Saint Kitts and Nevis,Arizona,Home,Fitness,Tripod,Carrie Khan,1,50.32,118.06
763497,2023-05-13 15:44:44.007220,South,Christmas Island,Arizona,Fitness,Home,Graphics Tablet,Jennifer Simpson DVM,3,62.75,104.19
3740933,2025-08-22 15:44:44.007220,South,Tunisia,Maine,Peripherals,Peripherals,Wireless Mouse,Alexandra Bradley,4,208.19,80.49
3653544,2024-01-08 15:44:44.007220,North,Botswana,Michigan,Home,Office,Webcam 1080p,William Daniels,4,97.04,59.24
3531161,2025-03-06 15:44:44.007220,South,Lithuania,Florida,Fitness,Peripherals,Portable Charger 20k mAh,Julie Lee,9,185.62,108.04
6486444,2025-07-26 15:44:44.007220,Central,Bouvet Island (Bouvetoya),Michigan,Home,Peripherals,Portable Charger 20k mAh,Jimmy Scott,8,59.07,45.23
4488275,2024-12-20 15:44:44.007220,Central,Colombia,Alabama,Office,Office,Noise-Canceling Headphones,Rachel Bradley,4,179.41,66.95
7976742,2024-09-30 15:44:44.007220,South,Saudi Arabia,Illinois,Peripherals,Peripherals,Fitness Band,Scott Prince,8,42.68,43.43
866977,2024-03-12 15:44:44.007220,South,Sweden,Nevada,Electronics,Peripherals,Graphics Tablet,Angie Caldwell,6,145.73,51.37
9898429,2025-04-18 15:44:44.007220,East,Colombia,Florida,Accessories,Accessories,Gaming Chair,Timothy Smith,3,60.09,101.74
3959072,2025-01-30 15:44:44.007220,Central,Hungary,Kansas,Accessories,Office,Graphics Tablet,Derek Rivera,4,341.59,10.73
5763388,2024-05-25 15:44:44.007220,West,Mozambique,Washington,Home,Home,Router AX3000,Deborah Ward,1,131.67,109.83
7831427,2023-11-24 15:44:44.007220,East,Dominica,Arkansas,Accessories,Accessories,Graphics Tablet,Julie Moore,1,187.68,182.4
8292588,2023-12-26 15:44:44.007220,Central,Poland,North Carolina,Home,Electronics,NVMe SSD 2TB,Stacy Carrillo,4,64.43,2.81
667468,2023-05-16 15:44:44.007220,North,Portugal,Delaware,Electronics,Office,4K Monitor,Teresa Richardson,4,108.7,84.87
3982808,2023-05-03 15:44:44.007220,South,Cyprus,Iowa,Electronics,Accessories,NVMe SSD 2TB,Karen Gibson,1,55.58,183.35
7750572,2025-01-17 15:44:44.007220,North,Netherlands,Mississippi,Fitness,Home,Tripod,Joshua Ruiz,3,161.71,151.24
8206820,2025-09-09 15:44:44.007220,North,Martinique,Texas,Electronics,Fitness,Graphics Tablet,Pamela Becker,10,126.65,182.7
7001115,2023-01-08 15:44:44.007220,North,Nauru,Colorado,Fitness,Home,Bluetooth Speaker,Kelsey Cox,2,46.5,42.32
9088193,2024-07-24 15:44:44.007220,North,United States Virgin Islands,Oregon,Fitness,Home,Fitness Band,Ronald Leach,2,91.88,38.8
3107598,2023-07-22 15:44:44.007220,North,Cook Islands,Oregon,Fitness,Accessories,Webcam 1080p,Carmen Bond,1,61.99,127.08
3320085,2025-11-27 15:44:44.007220,East,Kenya,Delaware,Peripherals,Peripherals,Smartwatch,Michelle Burns,4,109.79,135.01
1425722,2025-01-17 15:44:44.007220,West,United Arab Emirates,North Carolina,Office,Fitness,Webcam 1080p,Anthony Anderson,3,44.54,10.99
3889255,2024-08-20 15:44:44.007220,North,Israel,New Jersey,Home,Home,Mechanical Keyboard,Kristin Chambers,5,245.56,110.14
1668678,2025-03-24 15:44:44.007220,West,Gambia,Washington,Office,Fitness,Router AX3000,David Smith,3,95.38,44.15
1041452,2023-01-03 15:44:44.007220,South,Cuba,Pennsylvania,Electronics,Office,Fitness Band,Jeff Graves,9,124.37,29.76
5657798,2023-06-28 15:44:44.007220,Central,Mauritania,Arkansas,Electronics,Accessories,Laptop Stand,Andrea Peck,1,51.99,89.88
9609060,2025-08-14 15:44:44.007220,East,Antigua and Barbuda,Maine,Electronics,Electronics,Bluetooth Speaker,Randy Cannon,3,57.9,159.17
9210543,2023-02-20 15:44:44.007220,South,Saint Lucia,Tennessee,Peripherals,Electronics,Laptop Stand,Jacqueline Vance,5,65.34,0.57
9948831,2023-10-06 15:44:44.007220,West,Kiribati,Missouri,Electronics,Peripherals,External SSD 1TB,Michael Stanley,1,186.39,93.5
9561648,2024-04-20 15:44:44.007220,Central,Mauritania,Florida,Office,Home,Graphics Tablet,Hannah White,3,57.43,98.52
5665503,2025-02-08 15:44:44.007220,South,Martinique,Montana,Home,Home,USB-C Hub,Monica Walker,6,97.53,75.85
8501909,2024-11-22 15:44:44.007220,North,Afghanistan,Wisconsin,Electronics,Office,Webcam 1080p,Edwin Nunez,6,47.35,31.62
1375374,2024-11-11 15:44:44.007220,Central,Mauritius,Nevada,Fitness,Fitness,Smartwatch,Samantha Wright,2,29.91,115.48
5575691,2023-02-13 15:44:44.007220,East,Guatemala,Georgia,Office,Office,Webcam 1080p,Timothy Hardy,2,328.14,17.11
6069521,2025-01-21 15:44:44.007220,West,Bouvet Island (Bouvetoya),Arizona,Accessories,Home,Microphone USB,Jennifer Miranda,3,89.69,135.31
6476562,2023-06-08 15:44:44.007220,Central,Turks and Caicos Islands,Alaska,Peripherals,Accessories,USB-C Hub,Austin Wheeler,10,71.46,112.84
1476369,2024-06-15 15:44:44.007220,South,Kiribati,Rhode Island,Office,Home,4K Monitor,Shelby Sanchez,9,94.55,79.07
6636772,2024-09-23 15:44:44.007220,East,Aruba,Montana,Electronics,Electronics,Wireless Mouse,Joshua Webster,2,126.6,120.98
5271869,2025-06-12 15:44:44.007220,East,Singapore,Arkansas,Peripherals,Electronics,4K Monitor,Wyatt Young,2,81.05,39.66
1564604,2024-01-02 15:44:44.007220,West,United States Virgin Islands,Washington,Office,Fitness,Graphics Tablet,Laura Barton,1,48.33,163.78
8697330,2025-03-29 15:44:44.007220,North,Svalbard & Jan Mayen Islands,Massachusetts,Electronics,Electronics,Ergonomic Desk,Shawn Odom,10,172.7,113.48
9398265,2023-06-23 15:44:44.007220,Central,Maldives,Iowa,Fitness,Peripherals,Smartwatch,Donald Hawkins,1,395.02,66.99
307041,2024-08-03 15:44:44.007220,West,Namibia,West Virginia,Office,Electronics,Graphics Tablet,Lori Simmons,6,90.58,6.29
4172543,2025-11-16 15:44:44.007220,South,Lithuania,Arkansas,Home,Office,External SSD 1TB,Teresa Powers,2,72.02,25.46
2429349,2024-06-17 15:44:44.007220,East,Solomon Islands,North Dakota,Peripherals,Office,4K Monitor,Jason Hernandez,1,93.13,116.78
1161446,2023-11-22 15:44:44.007220,West,Honduras,Idaho,Peripherals,Office,Portable Charger 20k mAh,Kara Atkinson,9,30.53,46.21
8224053,2023-05-21 15:44:44.007220,East,French Southern Territories,Virginia,Peripherals,Accessories,Router AX3000,Joel Brown,3,51.23,76.35
3380754,2025-07-09 15:44:44.007220,North,Isle of Man,Nebraska,Accessories,Peripherals,Wireless Mouse,Brandi Sanchez,4,124.47,8.05
6738609,2024-10-25 15:44:44.007220,Central,Costa Rica,Michigan,Office,Peripherals,LED Desk Lamp,Tammy Boone,5,79.2,174.44
5715941,2025-05-14 15:44:44.007220,Central,Bermuda,Ohio,Accessories,Peripherals,Gaming Chair,Cheryl Adams,1,64.19,60.34
3469728,2025-08-22 15:44:44.007220,East,Peru,Rhode Island,Accessories,Office,Gaming Chair,Shelly Lopez,1,62.3,66.85
4989688,2025-09-15 15:44:44.007220,Central,Senegal,Pennsylvania,Accessories,Peripherals,Smartwatch,Kristin Mendoza,5,90.87,41.28
4802656,2025-02-26 15:44:44.007220,East,Trinidad and Tobago,Michigan,Electronics,Fitness,Laptop Stand,Terry Lewis,10,117.0,156.44
9254137,2023-12-18 15:44:44.007220,Central,Comoros,West Virginia,Electronics,Home,LED Desk Lamp,Zachary Mendoza,2,121.48,222.32
3617316,2025-05-30 15:44:44.007220,East,Ecuador,Vermont,Home,Electronics,Fitness Band,Christine Herman,3,39.64,71.51
8476917,2023-09-26 15:44:44.007220,East,Mexico,Massachusetts,Accessories,Peripherals,4K Monitor,Jamie Ferguson,2,185.8,66.0
7198909,2025-01-25 15:44:44.007220,North,Guinea-Bissau,Maryland,Office,Fitness,Router AX3000,Jose Crawford,5,63.69,-70.46
9868433,2025-03-14 15:44:44.007220,Central,Bolivia,Washington,Fitness,Home,Fitness Band,Ryan Rocha,1,151.09,37.21
9220853,2023-02-28 15:44:44.007220,East,Heard Island and McDonald Islands,Massachusetts,Home,Fitness,Tripod,Justin Walker,1,37.06,96.0
1525760,2023-07-26 15:44:44.007220,South,Cameroon,Alaska,Home,Home,Ergonomic Desk,Timothy Riley,1,49.58,83.14
2890696,2023-03-15 15:44:44.007220,Central,Israel,Maine,Home,Home,Smartwatch,Gary James,4,184.55,75.49
5663269,2025-05-14 15:44:44.007220,North,Syrian Arab Republic,Kansas,Electronics,Electronics,Bluetooth Speaker,Mr. Michael Scott PhD,1,44.0,82.59
3824560,2025-10-25 15:44:44.007220,Central,Saint Kitts and Nevis,Tennessee,Fitness,Fitness,Microphone USB,Julia Oconnor,2,81.14,187.7
3808297,2025-06-14 15:44:44.007220,East,Guinea,Hawaii,Office,Office,Microphone USB,Joshua White,2,53.26,-51.58
8496422,2023-10-19 15:44:44.007220,East,Tuvalu,Ohio,Electronics,Office,Noise-Canceling Headphones,Tina Warren DVM,6,60.25,147.39
5056530,2025-04-14 15:44:44.007220,North,Belarus,Texas,Electronics,Home,4K Monitor,Aaron Taylor,5,34.48,60.6
5943985,2024-09-13 15:44:44.007220,East,Niue,Iowa,Office,Accessories,NVMe SSD 2TB,Chris Robinson,7,328.45,48.66
8202153,2024-11-27 15:44:44.007220,West,Korea,Mississippi,Electronics,Office,LED Desk Lamp,Mark Peck,5,106.26,132.97
5450413,2023-05-01 15:44:44.007220,East,United States Minor Outlying Islands,New Mexico,Electronics,Home,Noise-Canceling Headphones,Alexis Patel,4,91.76,39.79
478915,2024-11-16 15:44:44.007220,North,Isle of Man,Alabama,Home,Accessories,Webcam 1080p,Nathan Nichols,1,94.93,188.33
8756941,2023-12-07 15:44:44.007220,Central,France,Alaska,Accessories,Peripherals,Graphics Tablet,Melissa Jordan,5,72.3,96.08
7253291,2025-07-18 15:44:44.007220,South,Wallis and Futuna,Idaho,Office,Home,External SSD 1TB,Brent Hernandez,1,55.62,162.93
3227053,2025-05-18 15:44:44.007220,West,Congo,South Carolina,Electronics,Home,Tripod,Robin Adams,2,184.98,45.59
3410554,2025-06-22 15:44:44.007220,Central,Indonesia,Colorado,Office,Office,Wireless Mouse,Jared Cunningham,5,68.66,58.84
3703680,2024-02-09 15:44:44.007220,East,Qatar,Iowa,Home,Electronics,Microphone USB,Ronald Miller,1,183.35,128.14
1807116,2024-01-01 15:44:44.007220,East,Togo,Tennessee,Peripherals,Accessories,LED Desk Lamp,Anna Gray,2,129.58,163.67
2011847,2024-06-04 15:44:44.007220,West,Mexico,New Mexico,Fitness,Home,Gaming Chair,Adam Jackson,2,74.17,69.95
6620284,2025-02-25 15:44:44.007220,Central,Luxembourg,Nevada,Electronics,Peripherals,Ergonomic Desk,Erin Madden,4,132.29,158.48
7781625,2023-12-03 15:44:44.007220,East,Bhutan,North Dakota,Fitness,Fitness,USB-C Hub,Crystal Valenzuela,3,61.18,140.67
2347270,2024-09-16 15:44:44.007220,North,Puerto Rico,Oregon,Accessories,Peripherals,Noise-Canceling Headphones,Anthony Jones,10,215.59,192.96
3170977,2025-01-17 15:44:44.007220,South,Uzbekistan,Louisiana,Fitness,Office,Fitness Band,Kristy Johnson,6,124.33,149.35
2413029,2025-02-07 15:44:44.007220,West,Vanuatu,Massachusetts,Accessories,Office,Graphics Tablet,Daniel Thomas,1,125.72,72.38
3006397,2023-11-21 15:44:44.007220,West,Swaziland,Virginia,Peripherals,Accessories,External SSD 1TB,Tanya Evans,2,48.09,-32.98
5377776,2025-06-25 15:44:44.007220,Central,Monaco,Kansas,Electronics,Peripherals,Wireless Mouse,Sarah Rhodes,3,127.44,93.86
8230388,2023-09-20 15:44:44.007220,South,Mauritania,Michigan,Office,Fitness,NVMe SSD 2TB,Patrick Gibbs,2,78.83,68.39
8404216,2025-03-31 15:44:44.007220,West,Portugal,Washington,Office,Home,LED Desk Lamp,Patrick Reed,8,40.27,139.78
8299017,2023-11-22 15:44:44.007220,North,Bolivia,Nevada,Fitness,Electronics,Webcam 1080p,Billy Jacobs,6,81.43,101.95
5000455,2023-02-19 15:44:44.007220,East,New Zealand,Rhode Island,Accessories,Fitness,Portable Charger 20k mAh,Raymond Johnson,6,186.46,76.6
2922078,2025-07-08 15:44:44.007220,Central,Faroe Islands,New Hampshire,Home,Office,Graphics Tablet,Henry Pugh MD,5,133.99,155.41
8669902,2023-08-03 15:44:44.007220,Central,Pitcairn Islands,Pennsylvania,Electronics,Peripherals,Graphics Tablet,Angelica Montgomery,1,109.48,86.82
6254919,2023-03-10 15:44:44.007220,West,South Georgia and the South Sandwich Islands,Kansas,Fitness,Accessories,Fitness Band,Angela Moore,9,114.41,45.92
1818262,2024-05-04 15:44:44.007220,East,Rwanda,South Dakota,Electronics,Office,Bluetooth Speaker,James Ward,6,91.68,-4.52
5948151,2023-06-11 15:44:44.007220,West,Bermuda,Alabama,Electronics,Accessories,Laptop Stand,Jill Juarez,7,108.34,187.13
9963726,2024-12-02 15:44:44.007220,Central,Bosnia and Herzegovina,Florida,Home,Office,External SSD 1TB,Jeffrey Hawkins,4,28.8,89.71
2435975,2024-02-11 15:44:44.007220,South,Malawi,Nebraska,Electronics,Fitness,Ergonomic Desk,Brandon Spencer,4,141.46,107.87
9030189,2024-07-12 15:44:44.007220,Central,Nauru,Rhode Island,Fitness,Accessories,Gaming Chair,Sharon Smith,4,61.97,113.69
5009595,2024-07-29 15:44:44.007220,Central,Isle of Man,Missouri,Peripherals,Fitness,Noise-Canceling Headphones,Misty Hansen,3,79.41,33.97
2374804,2025-04-05 15:44:44.007220,North,Ecuador,Oregon,Peripherals,Home,4K Monitor,Melissa Jackson,6,105.26,0.97
2326183,2024-05-09 15:44:44.007220,South,Ethiopia,Maryland,Home,Peripherals,Webcam 1080p,Charles Jackson,5,43.92,111.68
6688425,2025-09-12 15:44:44.007220,South,Falkland Islands (Malvinas),Nebraska,Fitness,Home,Bluetooth Speaker,Richard Ward,2,106.36,172.29
7049543,2025-01-21 15:44:44.007220,West,Western Sahara,Kansas,Electronics,Home,USB-C Hub,Kathleen Jensen,1,56.21,123.9
6858714,2025-11-04 15:44:44.007220,East,Kuwait,Connecticut,Home,Peripherals,LED Desk Lamp,Adam Foster,9,37.72,18.62
8288027,2024-10-15 15:44:44.007220,Central,Tajikistan,South Carolina,Electronics,Home,USB-C Hub,Scott Alexander,1,138.85,62.63
7791502,2024-12-17 15:44:44.007220,North,Jersey,Tennessee,Fitness,Office,Laptop Stand,Brandy Flores,10,55.13,-40.65
7308215,2024-02-21 15:44:44.007220,West,Yemen,Vermont,Peripherals,Peripherals,Portable Charger 20k mAh,Ernest Oconnell,5,103.01,140.96
5766591,2023-09-08 15:44:44.007220,Central,Ghana,Maine,Office,Peripherals,Mechanical Keyboard,Mackenzie Faulkner,2,246.82,39.95
870794,2023-07-06 15:44:44.007220,West,Slovenia,Kansas,Electronics,Electronics,External SSD 1TB,Douglas Hartman,1,36.04,160.76
7503549,2025-07-06 15:44:44.007220,North,Haiti,Delaware,Office,Accessories,4K Monitor,Christina Osborn,6,100.35,34.85
5164462,2023-11-05 15:44:44.007220,East,Cocos (Keeling) Islands,Utah,Electronics,Home,Ergonomic Desk,Alyssa Acosta,3,64.16,96.07
4300835,2023-06-01 15:44:44.007220,East,Western Sahara,Virginia,Home,Home,External SSD 1TB,Robert Guerra,4,275.01,198.2
968846,2025-03-05 15:44:44.007220,East,Bangladesh,Nebraska,Home,Home,Webcam 1080p,Brenda Turner,4,166.41,120.55
7301300,2023-06-19 15:44:44.007220,North,El Salvador,Texas,Electronics,Accessories,Router AX3000,Jay Bennett,2,89.64,163.74
1407594,2023-09-12 15:44:44.007220,Central,Kiribati,Rhode Island,Accessories,Fitness,LED Desk Lamp,James Hunter,1,81.28,57.81
255809,2022-12-31 15:44:44.007220,East,Uruguay,Vermont,Electronics,Office,4K Monitor,Andrew Schmitt,6,158.97,125.92
8114480,2023-05-09 15:44:44.007220,South,Reunion,Ohio,Office,Electronics,Noise-Canceling Headphones,Suzanne Rodriguez,3,45.38,73.38
1831434,2024-09-16 15:44:44.007220,East,Egypt,Texas,Peripherals,Accessories,Smartwatch,Carol Salazar,2,54.27,76.89
2333823,2023-10-03 15:44:44.007220,North,Monaco,Tennessee,Fitness,Fitness,Wireless Mouse,Jennifer Goodwin,2,223.2,122.85
2853418,2025-06-03 15:44:44.007220,East,South Africa,Nevada,Home,Accessories,4K Monitor,Brett Walker,10,100.88,119.61
7007345,2025-06-08 15:44:44.007220,South,San Marino,North Dakota,Electronics,Electronics,4K Monitor,Melissa Walker,3,187.28,119.93
2166235,2025-02-08 15:44:44.007220,East,Holy See (Vatican City State),Montana,Office,Peripherals,4K Monitor,Michael Vaughn,1,179.19,66.75
4257165,2024-07-04 15:44:44.007220,North,Canada,Minnesota,Accessories,Fitness,Tripod,Mrs. Elizabeth Knapp MD,2,278.87,177.59
4880177,2023-02-07 15:44:44.007220,East,Switzerland,Washington,Accessories,Fitness,Tripod,Eric Gibson,1,38.61,14.53
8648370,2024-01-05 15:44:44.007220,West,Costa Rica,North Dakota,Peripherals,Home,Mechanical Keyboard,Mr. Jeffrey Horton,1,97.96,-21.11
4115476,2025-09-23 15:44:44.007220,West,Ghana,California,Electronics,Accessories,Router AX3000,Robert Wilson,2,167.3,73.3
1291383,2025-11-30 15:44:44.007220,North,Thailand,Michigan,Peripherals,Peripherals,4K Monitor,Megan Martin,7,122.51,53.04
6590068,2025-04-24 15:44:44.007220,East,Saint Vincent and the Grenadines,Kansas,Fitness,Home,External SSD 1TB,Kristen Rivera,3,46.21,81.9
8002314,2023-05-13 15:44:44.007220,North,Japan,New Jersey,Fitness,Electronics,Wireless Mouse,Jared Lopez,1,88.54,191.34
4498739,2024-02-29 15:44:44.007220,North,Northern Mariana Islands,Texas,Electronics,Office,NVMe SSD 2TB,Allen Mendez,3,154.49,131.69
4906467,2025-10-06 15:44:44.007220,West,Congo,New Hampshire,Office,Home,Smartwatch,Jasmine Bush,1,49.45,103.11
1482909,2023-10-23 15:44:44.007220,East,Costa Rica,Louisiana,Electronics,Peripherals,USB-C Hub,Rhonda Brown,6,111.28,92.29
8678269,2024-02-04 15:44:44.007220,South,Bosnia and Herzegovina,Ohio,Fitness,Peripherals,Smartwatch,Gabriel Ellis,1,84.77,72.78
9938782,2023-04-29 15:44:44.007220,East,Estonia,Texas,Home,Office,Webcam 1080p,Kelsey Fowler,2,111.39,71.73
1071500,2024-04-28 15:44:44.007220,North,Nauru,Missouri,Office,Electronics,LED Desk Lamp,Laurie Bailey,2,155.73,36.81
1023227,2024-09-08 15:44:44.007220,South,Tanzania,New Jersey,Electronics,Electronics,4K Monitor,Robin Mccarthy,3,65.65,84.16
290431,2023-11-15 15:44:44.007220,West,French Southern Territories,South Carolina,Peripherals,Fitness,NVMe SSD 2TB,Megan Edwards,1,21.02,138.04
4449442,2023-11-21 15:44:44.007220,East,Dominican Republic,Maryland,Accessories,Home,Bluetooth Speaker,James Thomas,2,104.4,90.24
2080663,2023-02-13 15:44:44.007220,East,Iceland,Nebraska,Office,Peripherals,NVMe SSD 2TB,Laura Henderson,4,35.25,53.26
1171594,2024-06-05 15:44:44.007220,Central,Libyan Arab Jamahiriya,South Dakota,Home,Electronics,Router AX3000,Tamara Arias,5,46.24,119.02
7736951,2025-10-26 15:44:44.007220,East,China,Oklahoma,Electronics,Office,Microphone USB,Dylan Lopez,4,119.09,82.86
2899805,2025-01-06 15:44:44.007220,South,Tajikistan,New Hampshire,Peripherals,Electronics,Microphone USB,Sharon Crane,4,55.42,66.08
2034976,2024-03-26 15:44:44.007220,Central,Libyan Arab Jamahiriya,Florida,Electronics,Electronics,Wireless Mouse,James Hoffman,1,57.93,36.38
4202892,2023-03-19 15:44:44.007220,West,Palau,New York,Peripherals,Office,4K Monitor,John Mckinney,7,165.75,244.79
3102466,2023-02-25 15:44:44.007220,Central,Kenya,New York,Home,Home,Fitness Band,Keith Flynn,1,116.43,126.59
3866741,2024-10-04 15:44:44.007220,South,Cyprus,Maine,Office,Home,Gaming Chair,Danny Roberts,1,113.03,193.69
4650953,2023-05-23 15:44:44.007220,Central,Slovakia (Slovak Republic),New Jersey,Peripherals,Electronics,NVMe SSD 2TB,Patricia Simpson,1,47.31,-90.28
983692,2023-12-17 15:44:44.007220,South,Madagascar,Delaware,Fitness,Electronics,Smartwatch,Debra Daniels,1,68.78,205.6
1256393,2025-07-24 15:44:44.007220,East,Haiti,Ohio,Peripherals,Peripherals,USB-C Hub,Amanda Ball,3,130.52,208.45
9379333,2025-07-07 15:44:44.007220,North,Mauritius,Indiana,Peripherals,Accessories,Portable Charger 20k mAh,Ashley Greer PhD,1,208.17,88.42
9559107,2024-08-28 15:44:44.007220,Central,French Southern Territories,Arizona,Accessories,Office,Ergonomic Desk,Gregory Montoya,3,61.09,37.05
8377218,2024-01-19 15:44:44.007220,Central,Kazakhstan,Delaware,Accessories,Accessories,Wireless Mouse,Cynthia Cochran,1,180.76,38.9
6979264,2023-02-01 15:44:44.007220,South,Myanmar,Vermont,Fitness,Peripherals,Wireless Mouse,Michael Chen,3,109.27,69.86
5720658,2022-12-17 15:44:44.007220,West,Chad,South Carolina,Home,Home,Portable Charger 20k mAh,Daniel Clark,7,72.51,115.68
1843975,2024-02-08 15:44:44.007220,Central,Bahamas,Oregon,Accessories,Office,Router AX3000,Douglas Ryan,3,152.91,80.33
1104872,2023-10-02 15:44:44.007220,East,Gibraltar,Virginia,Electronics,Electronics,Webcam 1080p,Kenneth Farley,3,50.2,84.68
8820112,2025-04-08 15:44:44.007220,East,Malawi,Utah,Office,Home,USB-C Hub,Brandy Brady,5,69.7,153.91
9843714,2023-06-28 15:44:44.007220,Central,Isle of Man,Arkansas,Accessories,Home,Smartwatch,Sharon Martinez DVM,6,30.01,97.04
1355447,2023-04-21 15:44:44.007220,West,Egypt,Georgia,Home,Accessories,Webcam 1080p,Sandra Juarez,6,276.99,149.8
4993511,2024-06-01 15:44:44.007220,East,Philippines,Montana,Office,Home,Gaming Chair,Kenneth Adams MD,6,142.48,73.49
5436123,2025-06-29 15:44:44.007220,East,Korea,California,Accessories,Electronics,Laptop Stand,Sheryl Davis,3,120.4,34.22
